file_x,file_y,decision,VGG-Face_cosine,VGG-Face_euclidean,VGG-Face_euclidean_l2,Facenet_cosine,Facenet_euclidean,Facenet_euclidean_l2,DeepFace_cosine,DeepFace_euclidean,DeepFace_euclidean_l2
Dataset/IU_student/ITITIU17098\ITITIU17098_16-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_5-min.jpg,Yes,0.1401,0.3032,0.5294,0.1678,7.0226,0.5793,0.3297,61.5176,0.8121
Dataset/IU_student/ITITIU17098\ITITIU17098_16-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_6-min.JPG,Yes,0.04,0.1569,0.2829,0.1775,7.0519,0.5958,0.2172,48.9583,0.6591
Dataset/IU_student/ITITIU17098\ITITIU17098_16-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_7-min.JPG,Yes,0.0203,0.1119,0.2017,0.0554,3.9506,0.333,0.0542,25.2815,0.3292
Dataset/IU_student/ITITIU17098\ITITIU17098_16-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_8-min.JPG,Yes,0.0492,0.1744,0.3136,0.0655,4.3027,0.362,0.1699,45.8201,0.5828
Dataset/IU_student/ITITIU17098\ITITIU17098_16-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_9-min.JPG,Yes,0.0365,0.1436,0.2703,0.0756,4.5482,0.3887,0.1521,44.4926,0.5516
Dataset/IU_student/ITITIU17098\ITITIU17098_17-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_18-min.JPG,Yes,0.0216,0.1209,0.2078,0.0355,3.187,0.2666,0.1369,40.3855,0.5233
Dataset/IU_student/ITITIU17098\ITITIU17098_17-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_19-min.JPG,Yes,0.0341,0.1353,0.2613,0.0889,5.0392,0.4218,0.1139,35.1035,0.4772
Dataset/IU_student/ITITIU17098\ITITIU17098_17-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_2-min.jpg,Yes,0.2936,0.49,0.7663,0.355,9.6055,0.8426,0.3684,60.8655,0.8583
Dataset/IU_student/ITITIU17098\ITITIU17098_17-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_20-min.JPG,Yes,0.0107,0.086,0.1466,0.0235,2.595,0.2166,0.1167,35.8471,0.4831
Dataset/IU_student/ITITIU17098\ITITIU17098_17-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_3-min.jpg,Yes,0.2977,0.3989,0.7716,0.277,9.141,0.7443,0.3087,63.9091,0.7857
Dataset/IU_student/ITITIU17098\ITITIU17098_17-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_4-min.jpg,Yes,0.1478,0.3257,0.5437,0.1396,6.4341,0.5284,0.3221,61.8773,0.8027
Dataset/IU_student/ITITIU17098\ITITIU17098_17-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_5-min.jpg,Yes,0.1438,0.3059,0.5363,0.1381,6.4286,0.5255,0.3388,60.4818,0.8232
Dataset/IU_student/ITITIU17098\ITITIU17098_17-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_6-min.JPG,Yes,0.0332,0.1368,0.2577,0.1472,6.4964,0.5425,0.2453,49.9365,0.7004
Dataset/IU_student/ITITIU17098\ITITIU17098_17-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_7-min.JPG,Yes,0.0155,0.1014,0.176,0.0313,3.0019,0.2502,0.0837,30.4665,0.4091
Dataset/IU_student/ITITIU17098\ITITIU17098_17-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_8-min.JPG,Yes,0.0332,0.1461,0.2578,0.061,4.1944,0.3492,0.2163,50.5882,0.6577
Dataset/IU_student/ITITIU17098\ITITIU17098_17-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_9-min.JPG,Yes,0.0303,0.1279,0.2461,0.0446,3.5574,0.2986,0.2032,50.5251,0.6374
Dataset/IU_student/ITITIU17098\ITITIU17098_18-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_19-min.JPG,Yes,0.056,0.1866,0.3345,0.1515,6.5018,0.5505,0.1555,43.044,0.5577
Dataset/IU_student/ITITIU17098\ITITIU17098_18-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_2-min.jpg,Yes,0.2865,0.4892,0.757,0.4369,10.4853,0.9347,0.3147,59.3944,0.7933
Dataset/IU_student/ITITIU17098\ITITIU17098_18-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_20-min.JPG,Yes,0.0203,0.113,0.2015,0.0418,3.4189,0.2893,0.0712,29.4472,0.3774
Dataset/IU_student/ITITIU17098\ITITIU17098_18-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_3-min.jpg,Yes,0.2875,0.4114,0.7583,0.2856,9.1989,0.7558,0.3385,68.5141,0.8228
Dataset/IU_student/ITITIU17098\ITITIU17098_18-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_4-min.jpg,Yes,0.1434,0.3224,0.5355,0.1816,7.2717,0.6026,0.2689,58.4616,0.7333
Dataset/IU_student/ITITIU17098\ITITIU17098_18-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_5-min.jpg,Yes,0.1353,0.3017,0.5202,0.1774,7.2219,0.5956,0.3319,62.5401,0.8148
Dataset/IU_student/ITITIU17098\ITITIU17098_18-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_6-min.JPG,Yes,0.0251,0.1493,0.224,0.1998,7.4882,0.6322,0.2539,53.6968,0.7126
Dataset/IU_student/ITITIU17098\ITITIU17098_18-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_7-min.JPG,Yes,0.0257,0.1272,0.2269,0.0684,4.3902,0.3698,0.1123,36.8709,0.4739
Dataset/IU_student/ITITIU17098\ITITIU17098_18-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_8-min.JPG,Yes,0.0413,0.162,0.2876,0.0663,4.3303,0.3641,0.1926,49.3017,0.6207
Dataset/IU_student/ITITIU17098\ITITIU17098_18-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_9-min.JPG,Yes,0.032,0.1436,0.2528,0.0564,3.9346,0.3359,0.1609,46.0789,0.5672
Dataset/IU_student/ITITIU17098\ITITIU17098_19-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_2-min.jpg,Yes,0.3542,0.5321,0.8417,0.3251,9.0918,0.8064,0.3635,60.6511,0.8526
Dataset/IU_student/ITITIU17098\ITITIU17098_19-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_20-min.JPG,Yes,0.0483,0.1704,0.3107,0.1244,5.9047,0.4987,0.1278,37.5989,0.5057
Dataset/IU_student/ITITIU17098\ITITIU17098_19-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_3-min.jpg,Yes,0.3136,0.4083,0.792,0.3174,9.7097,0.7967,0.2933,62.4379,0.7659
Dataset/IU_student/ITITIU17098\ITITIU17098_19-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_4-min.jpg,Yes,0.1772,0.3535,0.5953,0.1756,7.1624,0.5926,0.3049,60.3318,0.7809
Dataset/IU_student/ITITIU17098\ITITIU17098_19-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_5-min.jpg,Yes,0.1692,0.3302,0.5818,0.1797,7.2803,0.5996,0.3233,59.2261,0.8041
Dataset/IU_student/ITITIU17098\ITITIU17098_19-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_6-min.JPG,Yes,0.0613,0.1786,0.35,0.0695,4.4241,0.3728,0.2094,46.3229,0.6471
Dataset/IU_student/ITITIU17098\ITITIU17098_19-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_7-min.JPG,Yes,0.0353,0.1477,0.2657,0.0494,3.7385,0.3144,0.0821,30.2361,0.4052
Dataset/IU_student/ITITIU17098\ITITIU17098_19-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_8-min.JPG,Yes,0.0274,0.1346,0.234,0.1702,6.9479,0.5835,0.1664,44.5254,0.5768
Dataset/IU_student/ITITIU17098\ITITIU17098_19-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_9-min.JPG,Yes,0.0743,0.1999,0.3855,0.1217,5.7892,0.4934,0.2048,50.772,0.6399
Dataset/IU_student/ITITIU17098\ITITIU17098_2-min.jpg,Dataset/IU_student/ITITIU17098\ITITIU17098_20-min.JPG,Yes,0.2857,0.4873,0.7559,0.3967,10.0317,0.8907,0.3168,57.2276,0.7959
Dataset/IU_student/ITITIU17098\ITITIU17098_2-min.jpg,Dataset/IU_student/ITITIU17098\ITITIU17098_3-min.jpg,Yes,0.2763,0.477,0.7434,0.3976,10.4121,0.8918,0.355,67.1643,0.8426
Dataset/IU_student/ITITIU17098\ITITIU17098_2-min.jpg,Dataset/IU_student/ITITIU17098\ITITIU17098_4-min.jpg,Yes,0.2833,0.4982,0.7528,0.3034,9.0335,0.7789,0.2953,57.9744,0.7686
Dataset/IU_student/ITITIU17098\ITITIU17098_2-min.jpg,Dataset/IU_student/ITITIU17098\ITITIU17098_5-min.jpg,Yes,0.2878,0.4951,0.7586,0.2676,8.5584,0.7316,0.3806,61.9682,0.8725
Dataset/IU_student/ITITIU17098\ITITIU17098_2-min.jpg,Dataset/IU_student/ITITIU17098\ITITIU17098_6-min.JPG,Yes,0.2898,0.4868,0.7613,0.4181,10.3235,0.9144,0.3762,59.2815,0.8674
Dataset/IU_student/ITITIU17098\ITITIU17098_2-min.jpg,Dataset/IU_student/ITITIU17098\ITITIU17098_7-min.JPG,Yes,0.2737,0.4779,0.7399,0.3757,9.8186,0.8669,0.3394,59.4091,0.8239
Dataset/IU_student/ITITIU17098\ITITIU17098_2-min.jpg,Dataset/IU_student/ITITIU17098\ITITIU17098_8-min.JPG,Yes,0.3642,0.5474,0.8534,0.4099,10.2679,0.9055,0.3816,65.2331,0.8736
Dataset/IU_student/ITITIU17098\ITITIU17098_2-min.jpg,Dataset/IU_student/ITITIU17098\ITITIU17098_9-min.JPG,Yes,0.2435,0.4518,0.6979,0.3717,9.5955,0.8622,0.3269,62.3949,0.8085
Dataset/IU_student/ITITIU17098\ITITIU17098_20-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_3-min.jpg,Yes,0.2981,0.4142,0.7721,0.2824,9.1653,0.7515,0.2593,59.0658,0.7201
Dataset/IU_student/ITITIU17098\ITITIU17098_20-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_4-min.jpg,Yes,0.1455,0.3239,0.5394,0.1695,7.0403,0.5822,0.2432,54.2529,0.6974
Dataset/IU_student/ITITIU17098\ITITIU17098_20-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_5-min.jpg,Yes,0.1261,0.2899,0.5021,0.164,6.9586,0.5727,0.2847,56.0363,0.7546
Dataset/IU_student/ITITIU17098\ITITIU17098_20-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_6-min.JPG,Yes,0.0282,0.1481,0.2373,0.1439,6.3691,0.5364,0.2492,51.0123,0.7059
Dataset/IU_student/ITITIU17098\ITITIU17098_20-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_7-min.JPG,Yes,0.0172,0.1029,0.1855,0.0436,3.5146,0.2954,0.096,32.9099,0.4382
Dataset/IU_student/ITITIU17098\ITITIU17098_20-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_8-min.JPG,Yes,0.0433,0.1646,0.2942,0.0929,5.1358,0.431,0.223,51.7224,0.6678
Dataset/IU_student/ITITIU17098\ITITIU17098_20-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_9-min.JPG,Yes,0.0279,0.1313,0.2363,0.0289,2.8321,0.2406,0.1381,42.0999,0.5256
Dataset/IU_student/ITITIU17098\ITITIU17098_3-min.jpg,Dataset/IU_student/ITITIU17098\ITITIU17098_4-min.jpg,Yes,0.1967,0.3708,0.6273,0.1908,7.6574,0.6177,0.2768,62.2082,0.744
Dataset/IU_student/ITITIU17098\ITITIU17098_3-min.jpg,Dataset/IU_student/ITITIU17098\ITITIU17098_5-min.jpg,Yes,0.1874,0.3465,0.6123,0.2,7.869,0.6325,0.2831,61.355,0.7524
Dataset/IU_student/ITITIU17098\ITITIU17098_3-min.jpg,Dataset/IU_student/ITITIU17098\ITITIU17098_6-min.JPG,Yes,0.2718,0.365,0.7373,0.3375,10.0353,0.8216,0.3767,69.1774,0.868
Dataset/IU_student/ITITIU17098\ITITIU17098_3-min.jpg,Dataset/IU_student/ITITIU17098\ITITIU17098_7-min.JPG,Yes,0.2756,0.3992,0.7425,0.2778,9.1206,0.7454,0.271,60.4144,0.7362
Dataset/IU_student/ITITIU17098\ITITIU17098_3-min.jpg,Dataset/IU_student/ITITIU17098\ITITIU17098_8-min.JPG,Yes,0.2963,0.4172,0.7698,0.3252,9.8795,0.8065,0.3591,70.5702,0.8475
Dataset/IU_student/ITITIU17098\ITITIU17098_3-min.jpg,Dataset/IU_student/ITITIU17098\ITITIU17098_9-min.JPG,Yes,0.2823,0.389,0.7514,0.2786,9.0353,0.7464,0.3043,66.0511,0.7801
Dataset/IU_student/ITITIU17098\ITITIU17098_4-min.jpg,Dataset/IU_student/ITITIU17098\ITITIU17098_5-min.jpg,Yes,0.0476,0.1896,0.3085,0.0654,4.4644,0.3617,0.1289,39.5029,0.5077
Dataset/IU_student/ITITIU17098\ITITIU17098_4-min.jpg,Dataset/IU_student/ITITIU17098\ITITIU17098_6-min.JPG,Yes,0.1377,0.3222,0.5248,0.2276,8.1694,0.6747,0.3491,62.9936,0.8356
Dataset/IU_student/ITITIU17098\ITITIU17098_4-min.jpg,Dataset/IU_student/ITITIU17098\ITITIU17098_7-min.JPG,Yes,0.1528,0.3317,0.5527,0.1601,6.8655,0.5659,0.3034,60.67,0.779
Dataset/IU_student/ITITIU17098\ITITIU17098_4-min.jpg,Dataset/IU_student/ITITIU17098\ITITIU17098_8-min.JPG,Yes,0.1524,0.332,0.552,0.1766,7.2187,0.5943,0.3313,64.9241,0.814
Dataset/IU_student/ITITIU17098\ITITIU17098_4-min.jpg,Dataset/IU_student/ITITIU17098\ITITIU17098_9-min.JPG,Yes,0.1456,0.3234,0.5396,0.1442,6.4527,0.537,0.2833,61.304,0.7527
Dataset/IU_student/ITITIU17098\ITITIU17098_5-min.jpg,Dataset/IU_student/ITITIU17098\ITITIU17098_6-min.JPG,Yes,0.1273,0.2928,0.5045,0.2292,8.2346,0.677,0.3669,61.0821,0.8566
Dataset/IU_student/ITITIU17098\ITITIU17098_5-min.jpg,Dataset/IU_student/ITITIU17098\ITITIU17098_7-min.JPG,Yes,0.1347,0.2998,0.5191,0.1658,7.0187,0.5759,0.3245,59.9848,0.8056
Dataset/IU_student/ITITIU17098\ITITIU17098_5-min.jpg,Dataset/IU_student/ITITIU17098\ITITIU17098_8-min.JPG,Yes,0.147,0.3143,0.5422,0.1878,7.4772,0.6129,0.3596,65.1108,0.848
Dataset/IU_student/ITITIU17098\ITITIU17098_5-min.jpg,Dataset/IU_student/ITITIU17098\ITITIU17098_9-min.JPG,Yes,0.1241,0.2855,0.4983,0.1334,6.2441,0.5165,0.3395,64.9211,0.824
Dataset/IU_student/ITITIU17098\ITITIU17098_6-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_7-min.JPG,Yes,0.0224,0.1387,0.2114,0.0832,4.8627,0.4079,0.1548,40.5515,0.5564
Dataset/IU_student/ITITIU17098\ITITIU17098_6-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_8-min.JPG,Yes,0.0501,0.188,0.3165,0.2521,8.4775,0.7101,0.2085,48.9076,0.6457
Dataset/IU_student/ITITIU17098\ITITIU17098_6-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_9-min.JPG,Yes,0.0485,0.1623,0.3114,0.1666,6.7936,0.5773,0.2035,50.0896,0.638
Dataset/IU_student/ITITIU17098\ITITIU17098_7-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_8-min.JPG,Yes,0.0386,0.1556,0.2779,0.1292,6.0803,0.5084,0.146,42.0132,0.5405
Dataset/IU_student/ITITIU17098\ITITIU17098_7-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_9-min.JPG,Yes,0.0319,0.1404,0.2527,0.0606,4.1143,0.3482,0.1305,40.9921,0.5109
Dataset/IU_student/ITITIU17098\ITITIU17098_8-min.JPG,Dataset/IU_student/ITITIU17098\ITITIU17098_9-min.JPG,Yes,0.0705,0.2077,0.3756,0.0972,5.2151,0.441,0.2135,53.0756,0.6535
Dataset/IU_student/ITITIU17097\ITITIU17097_1.jpg,Dataset/IU_student/ITITIU17097\ITITIU17097_2.jpg,Yes,0.1994,0.3082,0.6314,0.1929,6.3112,0.6212,0.1885,47.6559,0.6141
Dataset/IU_student/ITITIU17097\ITITIU17097_1.jpg,Dataset/IU_student/ITITIU17097\ITITIU17097_3.jpg,Yes,0.3052,0.4189,0.7813,0.1364,4.3469,0.5224,0.4058,82.5378,0.9009
Dataset/IU_student/ITITIU17097\ITITIU17097_1.jpg,Dataset/IU_student/ITITIU17097\ITITIU17097_4.jpg,Yes,0.3581,0.4847,0.8463,0.3058,7.0514,0.7821,0.3588,65.4116,0.8471
Dataset/IU_student/ITITIU17097\ITITIU17097_1.jpg,Dataset/IU_student/ITITIU17097\ITITIU17097_5.jpg,Yes,0.0821,0.2049,0.4052,0.0613,3.1779,0.3503,0.1202,38.8593,0.4904
Dataset/IU_student/ITITIU17097\ITITIU17097_1.jpg,Dataset/IU_student/ITITIU17097\ITITIU17097_6.jpg,Yes,0.1484,0.2763,0.5447,0.2274,6.2088,0.6743,0.2213,48.3227,0.6653
Dataset/IU_student/ITITIU17097\ITITIU17097_2.jpg,Dataset/IU_student/ITITIU17097\ITITIU17097_3.jpg,Yes,0.2879,0.3973,0.7588,0.1993,6.404,0.6314,0.4426,86.2672,0.9408
Dataset/IU_student/ITITIU17097\ITITIU17097_2.jpg,Dataset/IU_student/ITITIU17097\ITITIU17097_4.jpg,Yes,0.379,0.4885,0.8707,0.2716,7.5119,0.737,0.413,70.8283,0.9088
Dataset/IU_student/ITITIU17097\ITITIU17097_2.jpg,Dataset/IU_student/ITITIU17097\ITITIU17097_5.jpg,Yes,0.1589,0.2755,0.5637,0.1367,5.3905,0.5229,0.1813,47.9693,0.6021
Dataset/IU_student/ITITIU17097\ITITIU17097_2.jpg,Dataset/IU_student/ITITIU17097\ITITIU17097_6.jpg,Yes,0.1823,0.2959,0.6037,0.2481,7.2318,0.7044,0.2627,53.1569,0.7248
Dataset/IU_student/ITITIU17097\ITITIU17097_3.jpg,Dataset/IU_student/ITITIU17097\ITITIU17097_4.jpg,Yes,0.2256,0.3979,0.6717,0.2134,5.9113,0.6533,0.319,74.0694,0.7988
Dataset/IU_student/ITITIU17097\ITITIU17097_3.jpg,Dataset/IU_student/ITITIU17097\ITITIU17097_5.jpg,Yes,0.2671,0.3921,0.7309,0.1478,4.8266,0.5437,0.405,83.3822,0.9
Dataset/IU_student/ITITIU17097\ITITIU17097_3.jpg,Dataset/IU_student/ITITIU17097\ITITIU17097_6.jpg,Yes,0.3311,0.4367,0.8137,0.32,7.2982,0.8,0.4645,85.2654,0.9639
Dataset/IU_student/ITITIU17097\ITITIU17097_4.jpg,Dataset/IU_student/ITITIU17097\ITITIU17097_5.jpg,Yes,0.3613,0.4864,0.85,0.3222,7.4959,0.8027,0.3658,67.8156,0.8554
Dataset/IU_student/ITITIU17097\ITITIU17097_4.jpg,Dataset/IU_student/ITITIU17097\ITITIU17097_6.jpg,Yes,0.3405,0.4736,0.8252,0.384,8.3982,0.8764,0.4114,65.0651,0.9071
Dataset/IU_student/ITITIU17097\ITITIU17097_5.jpg,Dataset/IU_student/ITITIU17097\ITITIU17097_6.jpg,Yes,0.1367,0.2649,0.5229,0.2299,6.4135,0.6781,0.2898,57.1896,0.7613
Dataset/IU_student/ITITIU17096\ITITIU17096_1.JPG,Dataset/IU_student/ITITIU17096\ITITIU17096_2.jpg,Yes,0.2994,0.4788,0.7738,0.7936,11.4557,1.2599,0.4244,69.6243,0.9213
Dataset/IU_student/ITITIU17096\ITITIU17096_1.JPG,Dataset/IU_student/ITITIU17096\ITITIU17096_3.JPG,Yes,0.3462,0.4246,0.8321,0.0592,1.3092,0.344,0.571,70.7177,1.0686
Dataset/IU_student/ITITIU17096\ITITIU17096_2.jpg,Dataset/IU_student/ITITIU17096\ITITIU17096_3.JPG,Yes,0.6656,0.628,1.1538,0.7781,11.3713,1.2475,0.5408,71.5509,1.04
Dataset/IU_student/ITITIU17073\ITITIU17073_1.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_10.jpg,Yes,0.2216,0.4258,0.6657,0.2135,6.9395,0.6534,0.3982,86.9522,0.8925
Dataset/IU_student/ITITIU17073\ITITIU17073_1.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_11.jpg,Yes,0.2213,0.4254,0.6653,0.1559,6.1407,0.5584,0.3398,81.7393,0.8244
Dataset/IU_student/ITITIU17073\ITITIU17073_1.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_12.jpg,Yes,0.2068,0.4169,0.6431,0.1215,5.1724,0.4929,0.2866,76.2871,0.7571
Dataset/IU_student/ITITIU17073\ITITIU17073_1.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_13.jpg,Yes,0.4031,0.6107,0.8979,0.5265,11.0214,1.0261,0.4247,89.1375,0.9216
Dataset/IU_student/ITITIU17073\ITITIU17073_1.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_14.jpg,Yes,0.2312,0.4413,0.68,0.3429,8.3987,0.8281,0.4216,89.8581,0.9183
Dataset/IU_student/ITITIU17073\ITITIU17073_1.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_15.jpg,Yes,0.3416,0.528,0.8266,0.3559,8.7152,0.8437,0.3567,84.0881,0.8446
Dataset/IU_student/ITITIU17073\ITITIU17073_1.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_16.jpg,Yes,0.1653,0.4261,0.5749,0.1084,4.793,0.4657,0.2778,75.2587,0.7453
Dataset/IU_student/ITITIU17073\ITITIU17073_1.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_2.jpg,Yes,0.4333,0.5805,0.9309,0.641,11.5581,1.1323,0.5155,100.4283,1.0154
Dataset/IU_student/ITITIU17073\ITITIU17073_1.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_3.jpg,Yes,0.4098,0.5797,0.9053,0.4214,9.8705,0.918,0.4101,90.206,0.9057
Dataset/IU_student/ITITIU17073\ITITIU17073_1.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_4.jpg,Yes,0.4585,0.606,0.9576,0.534,10.0359,1.0334,0.4808,95.2558,0.9806
Dataset/IU_student/ITITIU17073\ITITIU17073_1.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_5.jpg,Yes,0.3392,0.5436,0.8237,0.2435,7.2026,0.6979,0.3914,87.9503,0.8848
Dataset/IU_student/ITITIU17073\ITITIU17073_1.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_6.jpg,Yes,0.2924,0.5942,0.7647,0.2466,6.994,0.7023,0.4597,96.6334,0.9589
Dataset/IU_student/ITITIU17073\ITITIU17073_1.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_7.jpg,Yes,0.2986,0.5097,0.7728,0.3392,7.9401,0.8236,0.4751,96.506,0.9748
Dataset/IU_student/ITITIU17073\ITITIU17073_1.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_8.jpg,Yes,0.345,0.5194,0.8307,0.4006,8.6247,0.8951,0.4917,98.0082,0.9917
Dataset/IU_student/ITITIU17073\ITITIU17073_1.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_9.jpg,Yes,0.219,0.4372,0.6618,0.4833,9.4511,0.9832,0.5265,96.9944,1.0261
Dataset/IU_student/ITITIU17073\ITITIU17073_10.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_11.jpg,Yes,0.1145,0.255,0.4785,0.1018,5.0547,0.4511,0.2782,53.4744,0.7459
Dataset/IU_student/ITITIU17073\ITITIU17073_10.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_12.jpg,Yes,0.1377,0.303,0.5248,0.1654,6.2155,0.5752,0.2897,54.8917,0.7612
Dataset/IU_student/ITITIU17073\ITITIU17073_10.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_13.jpg,Yes,0.3174,0.5004,0.7967,0.4382,10.3515,0.9362,0.539,71.0229,1.0383
Dataset/IU_student/ITITIU17073\ITITIU17073_10.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_14.jpg,Yes,0.2464,0.3355,0.702,0.1985,6.6568,0.6301,0.2937,56.4162,0.7665
Dataset/IU_student/ITITIU17073\ITITIU17073_10.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_15.jpg,Yes,0.2079,0.3585,0.6448,0.2157,7.0251,0.6569,0.2289,52.2711,0.6767
Dataset/IU_student/ITITIU17073\ITITIU17073_10.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_16.jpg,Yes,0.0868,0.3735,0.4167,0.2114,6.9348,0.6503,0.3185,58.6344,0.7981
Dataset/IU_student/ITITIU17073\ITITIU17073_10.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_2.jpg,Yes,0.367,0.4499,0.8567,0.6146,11.7139,1.1087,0.3823,68.6915,0.8744
Dataset/IU_student/ITITIU17073\ITITIU17073_10.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_3.jpg,Yes,0.3327,0.4541,0.8157,0.4958,11.0114,0.9958,0.5255,79.8743,1.0252
Dataset/IU_student/ITITIU17073\ITITIU17073_10.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_4.jpg,Yes,0.3669,0.4658,0.8566,0.5713,10.8085,1.0689,0.4147,66.9434,0.9107
Dataset/IU_student/ITITIU17073\ITITIU17073_10.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_5.jpg,Yes,0.1759,0.3634,0.5932,0.1864,6.5285,0.6106,0.2803,58.3874,0.7488
Dataset/IU_student/ITITIU17073\ITITIU17073_10.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_6.jpg,Yes,0.2374,0.5535,0.6891,0.181,6.3008,0.6017,0.3102,65.3296,0.7876
Dataset/IU_student/ITITIU17073\ITITIU17073_10.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_7.jpg,Yes,0.2713,0.439,0.7367,0.3427,8.3829,0.8279,0.3617,66.6258,0.8505
Dataset/IU_student/ITITIU17073\ITITIU17073_10.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_8.jpg,Yes,0.3286,0.4205,0.8107,0.4322,9.3663,0.9298,0.3236,63.0851,0.8045
Dataset/IU_student/ITITIU17073\ITITIU17073_10.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_9.jpg,Yes,0.155,0.269,0.5567,0.2768,7.5977,0.744,0.3292,55.0014,0.8114
Dataset/IU_student/ITITIU17073\ITITIU17073_11.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_12.jpg,Yes,0.0349,0.1594,0.2643,0.0612,3.9241,0.3497,0.1127,35.2764,0.4748
Dataset/IU_student/ITITIU17073\ITITIU17073_11.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_13.jpg,Yes,0.3826,0.5518,0.8748,0.512,11.4291,1.0119,0.5156,72.2029,1.0155
Dataset/IU_student/ITITIU17073\ITITIU17073_11.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_14.jpg,Yes,0.2275,0.3479,0.6745,0.2201,7.2269,0.6635,0.3959,67.2107,0.8898
